Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
No,3,Egg Free,2024-06-08,PA001,Economy,2045.0,London,New York
No,2,Vegetarian,2024-07-14,PA001,Business Class,704.4,London,New York
No,1,Vegan,2024-10-27,PA010,Business Class,789.6,Tokyo,New York
No,0,Vegetarian,2024-03-29,PA005,Business Class,453.59999999999997,London,Tokyo
No,2,,2024-12-28,PA004,Business Class,693.6,Perth,London
No,3,,2024-01-08,PA009,Business Class,290.4,New York,Tokyo
No,0,,2024-12-25,PA007,Premium Economy,545.0,New York,Perth
No,0,Nut Free,2024-04-02,PA007,Business Class,330.0,New York,Perth
No,2,,2024-07-17,PA003,Economy,2020.0,London,Perth
No,0,Dairy Free,2024-06-30,PA003,First Class,491.0,London,Perth
No,2,Vegetarian,2024-04-30,PA012,Business Class,268.8,Tokyo,Perth
No,2,Dairy Free,2024-08-19,PA001,Business Class,380.4,London,New York
No,1,,2024-12-10,PA003,First Class,580.0,London,Perth
No,3,Vegan,2024-08-25,PA006,Economy,1460.0,Tokyo,London
No,1,Vegetarian,2024-12-13,PA012,Economy,2165.0,Tokyo,Perth
No,1,Nut Free,2024-09-18,PA002,Premium Economy,1115.0,New York,London
No,1,Vegan,2024-05-14,PA011,First Class,670.0,Perth,Tokyo
No,2,Dairy Free,2024-01-23,PA001,Premium Economy,1687.5,London,New York
No,3,Vegetarian,2024-07-17,PA009,Premium Economy,1502.5,New York,Tokyo
No,1,Nut Free,2024-09-18,PA009,Premium Economy,772.5,New York,Tokyo
No,1,,2024-03-12,PA006,Business Class,736.8,Tokyo,London
No,0,Dairy Free,2024-01-12,PA004,First Class,626.0,Perth,London
No,0,Vegetarian,2024-08-30,PA004,Premium Economy,1747.5,Perth,London
No,0,Egg Free,2024-06-15,PA010,Economy,3125.0,Tokyo,New York
No,2,Dairy Free,2024-05-23,PA007,First Class,509.0,New York,Perth
No,2,Nut Free,2024-12-21,PA012,Economy,1890.0,Tokyo,Perth
No,0,Vegetarian,2024-06-17,PA005,Business Class,696.0,London,Tokyo
No,2,Vegan,2024-04-13,PA004,Premium Economy,592.5,Perth,London
No,1,Vegan,2024-11-18,PA007,Business Class,823.1999999999999,New York,Perth
No,0,Dairy Free,2024-04-11,PA006,Economy,1345.0,Tokyo,London
No,0,Vegetarian,2024-01-09,PA008,First Class,554.0,Perth,New York
No,0,Dairy Free,2024-09-15,PA011,Economy,3015.0,Perth,Tokyo
No,3,,2024-11-28,PA010,Economy,1355.0,Tokyo,New York
No,1,Vegan,2024-07-01,PA011,Business Class,691.1999999999999,Perth,Tokyo
No,1,Nut Free,2024-08-19,PA005,Business Class,812.4,London,Tokyo
No,1,Vegan,2024-12-23,PA006,Economy,2055.0,Tokyo,London
No,0,Dairy Free,2024-04-12,PA004,Premium Economy,1597.5,Perth,London
No,0,Nut Free,2024-06-27,PA007,Premium Economy,1180.0,New York,Perth
No,2,Vegetarian,2024-09-28,PA010,First Class,309.0,Tokyo,New York
No,2,,2024-11-22,PA005,Premium Economy,1512.5,London,Tokyo
No,1,,2024-09-23,PA003,Premium Economy,615.0,London,Perth
No,1,Vegetarian,2024-11-09,PA005,First Class,403.0,London,Tokyo
No,3,Vegetarian,2024-08-18,PA012,Economy,1640.0,Tokyo,Perth
No,1,Dairy Free,2024-04-25,PA004,Economy,2000.0,Perth,London
No,1,Vegan,2024-12-23,PA009,Business Class,388.8,New York,Tokyo
No,1,Egg Free,2024-05-05,PA012,First Class,487.0,Tokyo,Perth
No,0,Nut Free,2024-12-21,PA004,Economy,2905.0,Perth,London
No,0,Dairy Free,2024-10-08,PA008,Premium Economy,545.0,Perth,New York
No,0,Vegetarian,2024-09-22,PA001,Premium Economy,1427.5,London,New York
No,3,Vegan,2024-12-15,PA012,Economy,3040.0,Tokyo,Perth
No,0,Nut Free,2024-06-01,PA001,Business Class,651.6,London,New York
No,0,,2024-12-07,PA010,Business Class,361.2,Tokyo,New York
No,2,Dairy Free,2024-05-26,PA011,First Class,473.0,Perth,Tokyo
No,3,Vegetarian,2024-11-28,PA006,Business Class,795.6,Tokyo,London
No,0,,2024-03-14,PA002,Economy,2705.0,New York,London
No,3,Vegan,2024-01-30,PA004,Economy,3370.0,Perth,London
No,0,,2024-10-09,PA010,Business Class,320.4,Tokyo,New York
No,0,Egg Free,2024-12-18,PA004,First Class,622.0,Perth,London
No,0,Nut Free,2024-10-24,PA003,Premium Economy,1672.5,London,Perth
No,3,Egg Free,2024-01-06,PA012,Economy,1630.0,Tokyo,Perth
No,3,Egg Free,2024-11-07,PA012,Economy,2040.0,Tokyo,Perth
No,0,,2024-04-18,PA006,Premium Economy,1365.0,Tokyo,London
No,1,Egg Free,2024-11-01,PA001,Economy,1585.0,London,New York
No,3,Vegetarian,2024-06-11,PA009,Business Class,374.4,New York,Tokyo
No,3,Nut Free,2024-01-22,PA012,Economy,1910.0,Tokyo,Perth
No,0,Dairy Free,2024-11-06,PA001,Premium Economy,1200.0,London,New York
No,2,Dairy Free,2024-03-18,PA007,Business Class,763.1999999999999,New York,Perth
No,0,Vegetarian,2024-09-23,PA008,Premium Economy,882.5,Perth,New York
No,3,,2024-08-10,PA007,Premium Economy,1252.5,New York,Perth
No,0,Vegan,2024-06-15,PA011,First Class,449.0,Perth,Tokyo
No,2,,2024-09-02,PA005,Economy,1745.0,London,Tokyo
No,0,Nut Free,2024-08-27,PA004,Economy,1405.0,Perth,London
No,0,Vegetarian,2024-01-25,PA010,Economy,1080.0,Tokyo,New York
No,2,Egg Free,2024-08-26,PA005,Business Class,740.4,London,Tokyo
No,0,Nut Free,2024-07-26,PA008,Economy,2280.0,Perth,New York
No,3,Nut Free,2024-06-16,PA001,Premium Economy,1380.0,London,New York
No,2,Nut Free,2024-05-09,PA011,Business Class,430.8,Perth,Tokyo
No,3,Vegetarian,2024-04-08,PA001,First Class,530.0,London,New York
No,2,Egg Free,2024-06-03,PA003,Premium Economy,1252.5,London,Perth
No,2,Vegan,2024-08-28,PA012,Economy,3150.0,Tokyo,Perth
No,1,Dairy Free,2024-09-01,PA009,First Class,533.0,New York,Tokyo
No,3,Dairy Free,2024-08-22,PA006,Premium Economy,1405.0,Tokyo,London
No,2,Vegetarian,2024-08-16,PA002,Premium Economy,1160.0,New York,London
No,3,Vegetarian,2024-02-18,PA008,First Class,300.0,Perth,New York
No,1,Dairy Free,2024-05-31,PA004,First Class,676.0,Perth,London
No,0,Nut Free,2024-05-16,PA011,Economy,2565.0,Perth,Tokyo
No,1,Dairy Free,2024-05-22,PA012,Premium Economy,1605.0,Tokyo,Perth
No,3,,2024-02-17,PA001,First Class,683.0,London,New York
No,2,Vegan,2024-03-17,PA001,Premium Economy,990.0,London,New York
No,1,Nut Free,2024-12-15,PA009,Premium Economy,590.0,New York,Tokyo
No,2,,2024-04-30,PA011,Economy,2105.0,Perth,Tokyo
No,3,Vegetarian,2024-02-29,PA003,Business Class,489.59999999999997,London,Perth
No,3,Vegan,2024-07-14,PA008,First Class,390.0,Perth,New York
No,1,Egg Free,2024-07-22,PA006,Business Class,445.2,Tokyo,London
No,1,Nut Free,2024-09-13,PA003,Premium Economy,1562.5,London,Perth
No,3,Vegetarian,2024-12-26,PA004,Premium Economy,1522.5,Perth,London
No,2,Dairy Free,2024-05-10,PA012,Economy,2030.0,Tokyo,Perth
No,0,Vegan,2024-02-21,PA007,Premium Economy,1247.5,New York,Perth
No,2,Vegetarian,2024-05-12,PA001,Business Class,786.0,London,New York
No,1,Vegetarian,2024-11-29,PA009,Premium Economy,1607.5,New York,Tokyo
No,0,Nut Free,2024-12-13,PA003,First Class,588.0,London,Perth
No,3,Vegan,2024-03-19,PA001,Economy,1835.0,London,New York
No,2,Nut Free,2024-11-29,PA010,First Class,584.0,Tokyo,New York
No,0,Vegetarian,2024-09-03,PA009,Business Class,382.8,New York,Tokyo
No,1,,2024-12-21,PA002,First Class,476.0,New York,London
No,1,Egg Free,2024-08-07,PA010,Business Class,428.4,Tokyo,New York
No,2,,2024-01-03,PA011,Premium Economy,1075.0,Perth,Tokyo
No,3,Vegan,2024-11-27,PA002,Economy,1675.0,New York,London
No,1,,2024-02-24,PA007,Business Class,362.4,New York,Perth
No,3,,2024-12-12,PA008,Premium Economy,1175.0,Perth,New York
No,1,Nut Free,2024-07-21,PA012,First Class,346.0,Tokyo,Perth
No,0,Dairy Free,2024-09-05,PA007,Premium Economy,1135.0,New York,Perth
No,2,Dairy Free,2024-04-25,PA008,First Class,694.0,Perth,New York
No,1,Dairy Free,2024-08-03,PA003,Business Class,422.4,London,Perth
No,3,Egg Free,2024-03-05,PA012,First Class,429.0,Tokyo,Perth
No,1,Vegetarian,2024-12-23,PA010,Economy,1130.0,Tokyo,New York
No,1,Nut Free,2024-06-12,PA009,Premium Economy,1457.5,New York,Tokyo
No,1,Dairy Free,2024-10-14,PA009,Economy,1435.0,New York,Tokyo
No,0,Vegan,2024-04-12,PA004,Premium Economy,925.0,Perth,London
No,1,Vegan,2024-10-18,PA008,Economy,3025.0,Perth,New York
No,3,Vegetarian,2024-12-08,PA002,First Class,220.0,New York,London
No,0,Vegan,2024-10-12,PA008,Economy,2620.0,Perth,New York
No,2,Dairy Free,2024-10-23,PA003,Premium Economy,1202.5,London,Perth
No,3,Vegan,2024-03-18,PA003,Premium Economy,547.5,London,Perth
No,3,,2024-12-17,PA008,Premium Economy,617.5,Perth,New York
No,3,Nut Free,2024-05-16,PA001,Business Class,542.4,London,New York
No,0,Vegetarian,2024-09-17,PA012,Business Class,631.1999999999999,Tokyo,Perth
No,3,Nut Free,2024-06-08,PA003,Business Class,241.2,London,Perth
No,1,Vegetarian,2024-02-24,PA002,First Class,276.0,New York,London
No,2,Egg Free,2024-09-13,PA002,Business Class,586.8,New York,London
No,1,Vegan,2024-11-23,PA009,Business Class,618.0,New York,Tokyo
No,2,,2024-08-05,PA002,Premium Economy,1655.0,New York,London
No,0,Egg Free,2024-07-25,PA011,First Class,443.0,Perth,Tokyo
No,1,Dairy Free,2024-06-24,PA006,Economy,1620.0,Tokyo,London
No,2,Vegan,2024-04-23,PA008,Business Class,558.0,Perth,New York
No,2,Vegan,2024-04-12,PA002,Premium Economy,1397.5,New York,London
No,3,Dairy Free,2024-04-23,PA003,Premium Economy,1490.0,London,Perth
No,2,Dairy Free,2024-11-07,PA008,Premium Economy,1377.5,Perth,New York
No,1,Egg Free,2024-01-18,PA012,First Class,397.0,Tokyo,Perth
No,3,,2024-01-03,PA007,Premium Economy,815.0,New York,Perth
No,3,,2024-11-18,PA004,First Class,264.0,Perth,London
No,2,,2024-09-01,PA012,Premium Economy,725.0,Tokyo,Perth
No,3,Vegan,2024-07-11,PA011,First Class,423.0,Perth,Tokyo
No,1,Vegan,2024-06-15,PA009,First Class,599.0,New York,Tokyo
No,1,Egg Free,2024-12-14,PA005,First Class,214.0,London,Tokyo
No,0,,2024-05-09,PA004,Economy,2660.0,Perth,London
No,1,Nut Free,2024-01-20,PA002,Economy,1730.0,New York,London
No,1,,2024-12-25,PA004,Business Class,762.0,Perth,London
No,3,Vegan,2024-07-20,PA004,First Class,636.0,Perth,London
No,3,,2024-10-30,PA009,First Class,228.0,New York,Tokyo
No,2,Nut Free,2024-07-22,PA005,Premium Economy,587.5,London,Tokyo
No,1,Vegan,2024-06-28,PA010,Premium Economy,640.0,Tokyo,New York
No,0,Dairy Free,2024-06-07,PA005,Premium Economy,1570.0,London,Tokyo
No,3,Egg Free,2024-03-01,PA004,First Class,586.0,Perth,London
No,2,Nut Free,2024-11-26,PA010,First Class,415.0,Tokyo,New York
No,1,Nut Free,2024-01-27,PA002,Premium Economy,1702.5,New York,London
No,2,Vegan,2024-11-20,PA006,Business Class,536.4,Tokyo,London
No,1,Vegetarian,2024-07-22,PA006,First Class,249.0,Tokyo,London
No,3,Dairy Free,2024-08-12,PA004,Business Class,464.4,Perth,London
No,2,Egg Free,2024-12-25,PA007,Business Class,754.8,New York,Perth
No,1,Vegan,2024-05-10,PA005,Premium Economy,605.0,London,Tokyo
No,1,Egg Free,2024-03-16,PA001,Economy,2370.0,London,New York
No,2,Vegetarian,2024-10-21,PA004,Business Class,583.1999999999999,Perth,London
No,2,Vegan,2024-03-23,PA006,Business Class,661.1999999999999,Tokyo,London
No,0,Vegetarian,2024-11-01,PA009,Premium Economy,532.5,New York,Tokyo
No,1,Nut Free,2024-01-12,PA003,Economy,2470.0,London,Perth
No,0,Vegetarian,2024-07-24,PA004,Premium Economy,1437.5,Perth,London
No,3,,2024-10-28,PA005,Economy,1540.0,London,Tokyo
No,3,Egg Free,2024-12-15,PA012,Economy,2155.0,Tokyo,Perth
No,1,Dairy Free,2024-12-17,PA011,Economy,3370.0,Perth,Tokyo
No,1,Dairy Free,2024-02-12,PA005,Business Class,241.2,London,Tokyo
No,0,Nut Free,2024-05-19,PA010,Economy,1810.0,Tokyo,New York
No,3,Egg Free,2024-03-25,PA011,First Class,358.0,Perth,Tokyo
No,2,Dairy Free,2024-03-20,PA008,Business Class,277.2,Perth,New York
No,0,Egg Free,2024-11-03,PA001,First Class,200.0,London,New York
No,1,Vegan,2024-07-16,PA006,Premium Economy,542.5,Tokyo,London
No,3,,2024-04-29,PA009,Business Class,656.4,New York,Tokyo
No,0,,2024-04-28,PA002,Economy,2035.0,New York,London
No,1,Vegan,2024-06-27,PA006,Business Class,468.0,Tokyo,London
No,0,Egg Free,2024-01-31,PA002,Business Class,368.4,New York,London
No,3,Nut Free,2024-12-07,PA009,Premium Economy,855.0,New York,Tokyo
No,2,Nut Free,2024-11-29,PA003,Premium Economy,527.5,London,Perth
No,3,,2024-07-31,PA002,Premium Economy,942.5,New York,London
No,1,Egg Free,2024-04-03,PA009,Economy,2510.0,New York,Tokyo
No,3,,2024-12-07,PA004,First Class,632.0,Perth,London
No,3,,2024-01-25,PA007,Business Class,784.8,New York,Perth
No,0,Vegetarian,2024-02-19,PA003,Business Class,771.6,London,Perth
No,2,Vegetarian,2024-09-01,PA004,Premium Economy,1700.0,Perth,London
No,2,Dairy Free,2024-12-08,PA003,First Class,545.0,London,Perth
No,2,Dairy Free,2024-04-09,PA002,First Class,604.0,New York,London
No,2,,2024-08-10,PA012,First Class,259.0,Tokyo,Perth
No,2,Egg Free,2024-02-28,PA011,First Class,443.0,Perth,Tokyo
No,1,Egg Free,2024-02-19,PA005,Business Class,690.0,London,Tokyo
No,2,Egg Free,2024-03-10,PA003,Economy,1490.0,London,Perth
No,0,Vegan,2024-03-25,PA001,Economy,2905.0,London,New York
No,2,Vegan,2024-09-08,PA007,Premium Economy,707.5,New York,Perth
No,3,Vegetarian,2024-02-29,PA007,First Class,268.0,New York,Perth
No,2,,2024-04-21,PA001,Economy,3265.0,London,New York
No,3,Dairy Free,2024-02-15,PA010,Economy,1830.0,Tokyo,New York
No,3,,2024-11-05,PA005,Business Class,288.0,London,Tokyo
No,0,Vegan,2024-06-25,PA007,Premium Economy,1425.0,New York,Perth
No,1,,2024-08-02,PA001,Premium Economy,1722.5,London,New York
No,0,Vegetarian,2024-08-07,PA009,First Class,580.0,New York,Tokyo
No,0,Dairy Free,2024-11-29,PA004,Business Class,249.6,Perth,London
No,2,Vegan,2024-07-14,PA009,Business Class,402.0,New York,Tokyo
No,1,Egg Free,2024-03-02,PA006,First Class,340.0,Tokyo,London
No,1,,2024-02-22,PA006,Economy,1225.0,Tokyo,London
No,3,Vegan,2024-11-21,PA010,Business Class,795.6,Tokyo,New York
No,0,Egg Free,2024-11-01,PA003,Business Class,658.8,London,Perth
No,1,Vegan,2024-02-15,PA012,Business Class,280.8,Tokyo,Perth
No,0,,2024-07-22,PA010,First Class,365.0,Tokyo,New York
No,2,Egg Free,2024-12-13,PA002,Economy,2035.0,New York,London
No,2,,2024-11-24,PA001,Business Class,406.8,London,New York
No,0,Vegetarian,2024-01-17,PA009,Business Class,800.4,New York,Tokyo
No,3,Egg Free,2024-07-24,PA008,Business Class,405.59999999999997,Perth,New York
No,2,Vegetarian,2024-06-17,PA006,Economy,3280.0,Tokyo,London
No,2,Dairy Free,2024-10-16,PA002,Economy,3215.0,New York,London
No,0,Egg Free,2024-03-12,PA010,Premium Economy,655.0,Tokyo,New York
No,3,Vegetarian,2024-11-19,PA001,Business Class,726.0,London,New York
No,1,,2024-04-14,PA011,Economy,2805.0,Perth,Tokyo
No,2,,2024-07-20,PA002,Economy,3225.0,New York,London
No,1,Nut Free,2024-05-27,PA010,Economy,2205.0,Tokyo,New York
No,0,Vegan,2024-05-05,PA007,First Class,644.0,New York,Perth
No,2,Nut Free,2024-06-16,PA011,First Class,368.0,Perth,Tokyo
No,3,Vegan,2024-02-19,PA008,Economy,1410.0,Perth,New York
No,0,Vegetarian,2024-04-09,PA003,First Class,249.0,London,Perth
No,1,Egg Free,2024-01-31,PA005,Premium Economy,1457.5,London,Tokyo
No,2,Dairy Free,2024-04-18,PA002,Economy,1740.0,New York,London
No,1,Dairy Free,2024-12-23,PA008,First Class,366.0,Perth,New York
No,2,Vegan,2024-01-19,PA012,Economy,3050.0,Tokyo,Perth
No,2,Egg Free,2024-10-23,PA002,First Class,397.0,New York,London
No,2,Dairy Free,2024-09-25,PA006,Premium Economy,1495.0,Tokyo,London
No,3,Egg Free,2024-04-20,PA012,Economy,1075.0,Tokyo,Perth
No,2,Dairy Free,2024-08-22,PA005,Economy,1385.0,London,Tokyo
No,2,Dairy Free,2024-08-19,PA007,First Class,201.0,New York,Perth
No,1,Nut Free,2024-10-31,PA009,First Class,524.0,New York,Tokyo
No,0,Vegetarian,2024-04-06,PA012,Business Class,638.4,Tokyo,Perth
No,1,Vegetarian,2024-06-17,PA005,Economy,2335.0,London,Tokyo
No,0,Vegan,2024-05-26,PA012,Premium Economy,1625.0,Tokyo,Perth
No,3,Dairy Free,2024-01-16,PA012,Economy,2680.0,Tokyo,Perth
No,3,,2024-09-15,PA006,First Class,588.0,Tokyo,London
No,3,Nut Free,2024-06-01,PA004,Economy,1430.0,Perth,London
No,1,Egg Free,2024-10-24,PA010,Economy,2505.0,Tokyo,New York
No,2,Nut Free,2024-12-11,PA007,First Class,446.0,New York,Perth
No,2,Nut Free,2024-07-05,PA005,Economy,1070.0,London,Tokyo
No,2,Egg Free,2024-10-16,PA005,Economy,2665.0,London,Tokyo
No,1,Egg Free,2024-01-06,PA006,Economy,3440.0,Tokyo,London
No,0,,2024-06-18,PA011,Premium Economy,802.5,Perth,Tokyo
No,0,Vegetarian,2024-10-07,PA003,Economy,1445.0,London,Perth
No,3,Nut Free,2024-02-29,PA001,First Class,409.0,London,New York
No,0,,2024-11-21,PA003,Premium Economy,797.5,London,Perth
No,1,Egg Free,2024-10-10,PA006,Premium Economy,1672.5,Tokyo,London
No,2,Vegan,2024-01-20,PA010,First Class,696.0,Tokyo,New York
No,3,Nut Free,2024-12-24,PA007,Business Class,301.2,New York,Perth
No,1,Egg Free,2024-01-31,PA005,Economy,1365.0,London,Tokyo
No,3,,2024-05-17,PA006,Business Class,688.8,Tokyo,London
No,0,Egg Free,2024-08-18,PA005,Economy,1000.0,London,Tokyo
No,1,,2024-04-29,PA002,First Class,282.0,New York,London
No,3,Vegan,2024-04-11,PA005,Premium Economy,1002.5,London,Tokyo
No,0,Dairy Free,2024-08-22,PA007,Premium Economy,1007.5,New York,Perth
No,1,Vegetarian,2024-02-12,PA002,First Class,288.0,New York,London
No,0,Vegan,2024-12-14,PA007,First Class,384.0,New York,Perth
No,2,Egg Free,2024-08-26,PA003,Economy,3165.0,London,Perth
No,1,Nut Free,2024-08-01,PA004,Business Class,364.8,Perth,London
No,1,Vegetarian,2024-12-20,PA011,Premium Economy,577.5,Perth,Tokyo
No,2,Vegan,2024-01-16,PA009,Economy,3365.0,New York,Tokyo
No,0,Nut Free,2024-04-09,PA009,Premium Economy,1427.5,New York,Tokyo
No,3,Vegan,2024-05-05,PA008,First Class,253.0,Perth,New York
No,2,,2024-03-01,PA010,Economy,1710.0,Tokyo,New York
No,3,Dairy Free,2024-07-14,PA008,First Class,556.0,Perth,New York
No,0,Egg Free,2024-07-30,PA010,Business Class,328.8,Tokyo,New York
No,0,Vegan,2024-05-22,PA012,First Class,251.0,Tokyo,Perth
No,3,Egg Free,2024-02-27,PA004,Business Class,667.1999999999999,Perth,London
No,0,Dairy Free,2024-08-07,PA009,Economy,3270.0,New York,Tokyo
No,2,Egg Free,2024-08-02,PA006,Business Class,540.0,Tokyo,London
No,0,Vegan,2024-03-05,PA005,Business Class,709.1999999999999,London,Tokyo
No,2,Dairy Free,2024-02-28,PA011,First Class,438.0,Perth,Tokyo
No,3,,2024-12-24,PA005,Business Class,597.6,London,Tokyo
No,0,Nut Free,2024-03-05,PA008,Premium Economy,1377.5,Perth,New York
No,2,,2024-11-27,PA006,Premium Economy,1250.0,Tokyo,London
No,0,Egg Free,2024-06-17,PA009,Economy,2790.0,New York,Tokyo
No,2,,2024-05-06,PA007,Premium Economy,710.0,New York,Perth
No,2,,2024-11-04,PA011,Premium Economy,1520.0,Perth,Tokyo
No,0,Nut Free,2024-11-17,PA007,Premium Economy,1255.0,New York,Perth
No,3,Vegan,2024-12-22,PA004,Economy,1395.0,Perth,London
No,0,Dairy Free,2024-02-19,PA005,Economy,2600.0,London,Tokyo
No,2,Nut Free,2024-10-01,PA012,First Class,518.0,Tokyo,Perth
No,3,Vegan,2024-02-08,PA010,Economy,1895.0,Tokyo,New York
No,0,Vegan,2024-06-12,PA001,Premium Economy,1540.0,London,New York
No,2,Nut Free,2024-01-25,PA010,Economy,1200.0,Tokyo,New York
No,2,Vegetarian,2024-07-17,PA004,Economy,1735.0,Perth,London
No,0,Egg Free,2024-12-09,PA012,Premium Economy,1515.0,Tokyo,Perth
No,2,,2024-01-09,PA010,First Class,252.0,Tokyo,New York
No,0,Vegetarian,2024-09-26,PA002,Business Class,246.0,New York,London
No,3,Vegan,2024-05-13,PA007,First Class,205.0,New York,Perth
No,1,Egg Free,2024-02-26,PA003,Economy,2320.0,London,Perth
No,1,Vegan,2024-06-11,PA012,Business Class,678.0,Tokyo,Perth
No,3,Egg Free,2024-10-28,PA003,Premium Economy,557.5,London,Perth
No,3,Egg Free,2024-09-06,PA002,Business Class,320.4,New York,London
No,2,Vegetarian,2024-03-29,PA008,First Class,240.0,Perth,New York
No,2,Vegetarian,2024-08-27,PA010,Business Class,639.6,Tokyo,New York
No,1,Dairy Free,2024-09-29,PA007,Premium Economy,1480.0,New York,Perth
No,1,Dairy Free,2024-08-02,PA001,Premium Economy,1077.5,London,New York
No,3,Nut Free,2024-05-03,PA008,Business Class,589.1999999999999,Perth,New York
No,0,Vegetarian,2024-11-03,PA008,Premium Economy,1205.0,Perth,New York
No,2,Egg Free,2024-09-18,PA006,Business Class,570.0,Tokyo,London
No,3,Vegan,2024-06-01,PA009,Economy,3270.0,New York,Tokyo
No,3,Nut Free,2024-01-27,PA007,Economy,2300.0,New York,Perth
No,2,,2024-12-20,PA006,Business Class,409.2,Tokyo,London
No,1,Vegetarian,2024-11-05,PA005,Business Class,453.59999999999997,London,Tokyo
No,3,Nut Free,2024-07-29,PA001,Business Class,441.59999999999997,London,New York
No,1,,2024-12-05,PA002,Business Class,732.0,New York,London
No,1,Egg Free,2024-11-02,PA002,Economy,2465.0,New York,London
No,2,Vegetarian,2024-08-22,PA007,First Class,415.0,New York,Perth
No,1,Nut Free,2024-10-07,PA008,Economy,2235.0,Perth,New York
No,0,Vegetarian,2024-10-22,PA004,First Class,548.0,Perth,London
No,3,,2024-02-11,PA009,Premium Economy,1412.5,New York,Tokyo
No,1,Vegetarian,2024-04-29,PA006,Economy,1450.0,Tokyo,London
No,1,Dairy Free,2024-05-03,PA010,Business Class,388.8,Tokyo,New York
No,3,Vegetarian,2024-09-29,PA007,Economy,1580.0,New York,Perth
No,2,,2024-02-26,PA007,First Class,255.0,New York,Perth
No,1,Vegan,2024-10-13,PA005,Business Class,409.2,London,Tokyo
No,0,Vegetarian,2024-11-28,PA010,First Class,327.0,Tokyo,New York
No,0,Vegan,2024-09-28,PA002,Economy,1025.0,New York,London
No,1,Vegetarian,2024-03-21,PA002,Business Class,799.1999999999999,New York,London
No,2,Vegan,2024-10-16,PA012,Premium Economy,1012.5,Tokyo,Perth
No,1,Nut Free,2024-05-05,PA007,Economy,2995.0,New York,Perth
No,3,,2024-12-24,PA004,Business Class,819.6,Perth,London
No,1,Vegetarian,2024-03-17,PA001,Business Class,432.0,London,New York
No,2,Nut Free,2024-06-07,PA011,First Class,668.0,Perth,Tokyo
No,2,Dairy Free,2024-11-24,PA009,Premium Economy,570.0,New York,Tokyo
No,0,,2024-10-27,PA006,Economy,2955.0,Tokyo,London
No,2,Egg Free,2024-06-29,PA003,First Class,675.0,London,Perth
No,2,Nut Free,2024-03-25,PA007,Economy,1930.0,New York,Perth
No,2,Vegetarian,2024-11-28,PA006,Economy,1065.0,Tokyo,London
No,3,,2024-12-13,PA009,Economy,1760.0,New York,Tokyo
No,3,Vegetarian,2024-05-26,PA010,Economy,1815.0,Tokyo,New York
No,1,Vegetarian,2024-07-15,PA011,Premium Economy,1147.5,Perth,Tokyo
No,3,Dairy Free,2024-05-18,PA009,Premium Economy,1377.5,New York,Tokyo
No,0,Vegan,2024-09-19,PA005,Economy,2605.0,London,Tokyo
No,2,,2024-03-09,PA011,First Class,224.0,Perth,Tokyo
No,2,Vegan,2024-01-04,PA007,Business Class,756.0,New York,Perth
No,2,Vegetarian,2024-12-26,PA011,First Class,328.0,Perth,Tokyo
No,2,Nut Free,2024-12-11,PA001,Premium Economy,997.5,London,New York
No,1,Dairy Free,2024-05-03,PA009,Economy,3160.0,New York,Tokyo
No,3,Egg Free,2024-04-06,PA008,Business Class,751.1999999999999,Perth,New York
No,3,Nut Free,2024-11-23,PA011,Economy,2440.0,Perth,Tokyo
No,3,Nut Free,2024-10-19,PA006,First Class,256.0,Tokyo,London
No,2,Dairy Free,2024-02-15,PA004,Economy,1460.0,Perth,London
No,0,Egg Free,2024-01-15,PA002,Economy,1560.0,New York,London
No,0,Nut Free,2024-01-05,PA004,Business Class,463.2,Perth,London
No,0,Vegetarian,2024-03-06,PA003,First Class,629.0,London,Perth
No,1,Egg Free,2024-05-08,PA005,First Class,671.0,London,Tokyo
No,2,Nut Free,2024-03-08,PA007,First Class,248.0,New York,Perth
No,0,Dairy Free,2024-12-11,PA005,First Class,237.0,London,Tokyo
No,2,Nut Free,2024-01-06,PA006,First Class,222.0,Tokyo,London
No,0,Nut Free,2024-04-16,PA006,Business Class,410.4,Tokyo,London
No,3,Nut Free,2024-10-27,PA003,Premium Economy,1055.0,London,Perth
No,0,Egg Free,2024-08-23,PA003,Premium Economy,1237.5,London,Perth
No,3,Vegan,2024-06-16,PA005,Economy,1445.0,London,Tokyo
No,1,,2024-07-27,PA011,Business Class,687.6,Perth,Tokyo
No,2,Egg Free,2024-12-26,PA012,First Class,690.0,Tokyo,Perth
No,2,Nut Free,2024-06-13,PA004,Premium Economy,1377.5,Perth,London
No,3,Vegan,2024-12-05,PA001,Economy,2335.0,London,New York
No,3,Vegetarian,2024-04-02,PA008,Business Class,466.79999999999995,Perth,New York
No,1,Vegan,2024-12-13,PA007,Business Class,784.8,New York,Perth
No,1,Nut Free,2024-10-20,PA001,First Class,579.0,London,New York
No,1,,2024-10-09,PA003,Economy,3220.0,London,Perth
No,2,,2024-05-07,PA010,Economy,1610.0,Tokyo,New York
No,2,Nut Free,2024-02-04,PA012,Business Class,712.8,Tokyo,Perth
No,2,Egg Free,2024-06-11,PA006,Business Class,711.6,Tokyo,London
No,2,Egg Free,2024-12-16,PA005,First Class,238.0,London,Tokyo
No,0,Vegetarian,2024-08-09,PA001,Premium Economy,657.5,London,New York
No,1,,2024-05-25,PA004,First Class,212.0,Perth,London
