StaffID,Salary,Max Tax Rate,20% rate tax paid,40% rate tax paid,45% rate tax paid,Total Tax Paid
2914,96327.44000000002,40% rate,7540.0,18422.976000000006,,25962.976000000006
2082,130355.68,45% rate,7540.0,29948.0,2347.055999999997,39835.056
1586,86602.47,40% rate,7540.0,14532.988000000001,,22072.988
1914,21527.2,20% rate,1791.4400000000003,,,1791.4400000000003
1728,55672.22000000001,40% rate,7540.0,2160.8880000000036,,9700.888000000003
2647,123668.85,40% rate,7540.0,29359.540000000005,,36899.54000000001
2808,144453.07,45% rate,7540.0,29948.0,8690.881500000003,46178.8815
1630,155878.32,45% rate,7540.0,29948.0,13832.244000000004,51320.244000000006
1873,99805.32999999999,40% rate,7540.0,19814.131999999998,,27354.131999999998
2398,45744.49999999999,20% rate,6634.899999999999,,,6634.899999999999
1015,82809.80000000002,40% rate,7540.0,13015.920000000007,,20555.920000000006
1411,36829.18,20% rate,4851.836,,,4851.836
2702,81670.40999999999,40% rate,7540.0,12560.163999999997,,20100.163999999997
1946,87618.18999999999,40% rate,7540.0,14939.275999999996,,22479.275999999998
1642,142557.22000000003,45% rate,7540.0,29948.0,7837.749000000013,45325.74900000001
1617,193975.98,45% rate,7540.0,29948.0,30976.191000000006,68464.191
1060,86985.90000000001,40% rate,7540.0,14686.360000000004,,22226.360000000004
1947,95874.98000000001,40% rate,7540.0,18241.992000000006,,25781.992000000006
1381,37158.99999999999,20% rate,4917.799999999999,,,4917.799999999999
2698,77247.68000000001,40% rate,7540.0,10791.072000000004,,18331.072000000004
2391,187888.62,45% rate,7540.0,29948.0,28236.878999999997,65724.879
1207,156569.30000000002,45% rate,7540.0,29948.0,14143.185000000009,51631.18500000001
1916,41897.38999999999,20% rate,5865.477999999999,,,5865.477999999999
2936,30954.03,20% rate,3676.806,,,3676.806
2303,132933.3,45% rate,7540.0,29948.0,3506.9849999999947,40994.98499999999
2487,104050.17,40% rate,7540.0,21512.068,,29052.068
2788,111774.06,40% rate,7540.0,24601.624,,32141.624
2572,65746.44,40% rate,7540.0,6190.576000000001,,13730.576000000001
1881,52943.28999999999,40% rate,7540.0,1069.3159999999975,,8609.315999999997
2075,99685.88,40% rate,7540.0,19766.352000000003,,27306.352000000003
1747,64080.54,40% rate,7540.0,5524.216,,13064.216
2625,89808.16,40% rate,7540.0,15815.264000000003,,23355.264000000003
2229,126821.64000000001,45% rate,7540.0,29948.0,756.7380000000063,38244.738000000005
1882,74122.68999999999,40% rate,7540.0,9541.075999999995,,17081.075999999994
2577,58329.56000000001,40% rate,7540.0,3223.824000000005,,10763.824000000004
2985,160884.02000000002,45% rate,7540.0,29948.0,16084.809000000008,53572.80900000001
1310,158200.18000000002,45% rate,7540.0,29948.0,14877.081000000011,52365.08100000001
1213,143386.81,45% rate,7540.0,29948.0,8211.064499999999,45699.0645
2353,48431.12,20% rate,7172.224000000001,,,7172.224000000001
1493,31139.809999999994,20% rate,3713.961999999999,,,3713.961999999999
1016,22876.399999999998,20% rate,2061.2799999999997,,,2061.2799999999997
1634,117858.94999999998,40% rate,7540.0,27035.579999999994,,34575.579999999994
2359,42312.23,20% rate,5948.446000000001,,,5948.446000000001
1623,95325.99999999999,40% rate,7540.0,18022.399999999994,,25562.399999999994
2577,120523.47,40% rate,7540.0,28101.388000000003,,35641.388000000006
2465,103556.75000000001,40% rate,7540.0,21314.700000000008,,28854.700000000008
1494,132428.78,45% rate,7540.0,29948.0,3279.9509999999996,40767.951
1086,14061.509999999998,20% rate,298.3019999999997,,,298.3019999999997
1910,90804.14,40% rate,7540.0,16213.656,,23753.656000000003
2264,159254.1,45% rate,7540.0,29948.0,15351.345000000003,52839.345
1876,24284.789999999997,20% rate,2342.9579999999996,,,2342.9579999999996
1286,42349.969999999994,20% rate,5955.993999999999,,,5955.993999999999
1340,33770.85,20% rate,4240.17,,,4240.17
1396,41852.8,20% rate,5856.560000000001,,,5856.560000000001
1583,113045.13999999998,40% rate,7540.0,25110.055999999997,,32650.055999999997
1811,22616.13,20% rate,2009.2260000000003,,,2009.2260000000003
2192,77692.61,40% rate,7540.0,10969.044000000002,,18509.044
2279,122460.06999999999,40% rate,7540.0,28876.028,,36416.028
2991,142427.19,45% rate,7540.0,29948.0,7779.235500000002,45267.2355
1414,129347.77,45% rate,7540.0,29948.0,1893.4965000000018,39381.4965
2244,25114.379999999997,20% rate,2508.8759999999997,,,2508.8759999999997
1225,52022.509999999995,40% rate,7540.0,701.003999999998,,8241.003999999997
2997,32379.93,20% rate,3961.9860000000003,,,3961.9860000000003
2829,118354.38999999998,40% rate,7540.0,27233.755999999994,,34773.755999999994
2748,27109.1,20% rate,2907.8199999999997,,,2907.8199999999997
2931,120955.88,40% rate,7540.0,28274.352000000003,,35814.352
1585,151371.97,45% rate,7540.0,29948.0,11804.3865,49292.3865
1614,21577.46,20% rate,1801.492,,,1801.492
1755,95180.11,40% rate,7540.0,17964.044,,25504.044
1604,117777.61999999997,40% rate,7540.0,27003.047999999988,,34543.04799999999
1639,46723.96,20% rate,6830.792,,,6830.792
2803,116481.20999999999,40% rate,7540.0,26484.483999999997,,34024.484
1917,176285.34999999998,45% rate,7540.0,29948.0,23015.40749999999,60503.40749999999
1510,96478.93,40% rate,7540.0,18483.571999999996,,26023.571999999996
1674,60294.159999999996,40% rate,7540.0,4009.663999999999,,11549.663999999999
1538,119868.93,40% rate,7540.0,27839.572,,35379.572
1548,103192.34,40% rate,7540.0,21168.936,,28708.936
2232,171020.12,45% rate,7540.0,29948.0,20646.054,58134.054000000004
2291,115801.53,40% rate,7540.0,26212.612,,33752.612
1127,129149.95,45% rate,7540.0,29948.0,1804.4774999999988,39292.4775
1769,173067.69999999998,45% rate,7540.0,29948.0,21567.464999999993,59055.465
2401,132086.05,45% rate,7540.0,29948.0,3125.722499999995,40613.722499999996
2492,20907.94,20% rate,1667.5879999999997,,,1667.5879999999997
1973,141921.12,45% rate,7540.0,29948.0,7551.503999999998,45039.504
1849,59798.44,40% rate,7540.0,3811.376000000001,,11351.376
1774,182725.87,45% rate,7540.0,29948.0,25913.641499999998,63401.6415
1773,76485.74,40% rate,7540.0,10486.296000000002,,18026.296000000002
1702,42177.66,20% rate,5921.532000000001,,,5921.532000000001
1478,151002.81999999998,45% rate,7540.0,29948.0,11638.268999999991,49126.26899999999
1609,123789.30999999998,40% rate,7540.0,29407.723999999995,,36947.723999999995
1878,13206.710000000003,20% rate,127.34200000000055,,,127.34200000000055
2470,31474.4,20% rate,3780.8800000000006,,,3780.8800000000006
2638,136290.17,45% rate,7540.0,29948.0,5017.576500000006,42505.5765
1063,122353.06,40% rate,7540.0,28833.224000000002,,36373.224
2485,39101.75,20% rate,5306.35,,,5306.35
1896,40110.42,20% rate,5508.084,,,5508.084
2972,171734.83,45% rate,7540.0,29948.0,20967.673499999994,58455.67349999999
1007,27969.520000000004,20% rate,3079.904000000001,,,3079.904000000001
1718,155106.88,45% rate,7540.0,29948.0,13485.096000000003,50973.096000000005
1398,96864.74000000002,40% rate,7540.0,18637.896000000008,,26177.896000000008
1142,64523.45999999999,40% rate,7540.0,5701.383999999997,,13241.383999999998
2071,43403.41,20% rate,6166.682000000001,,,6166.682000000001
1337,89376.09999999999,40% rate,7540.0,15642.439999999997,,23182.439999999995
1764,59389.18,40% rate,7540.0,3647.6720000000005,,11187.672
2491,176030.99,45% rate,7540.0,29948.0,22900.945499999998,60388.9455
1016,115263.64999999997,40% rate,7540.0,25997.45999999999,,33537.45999999999
1759,19394.64,20% rate,1364.9279999999999,,,1364.9279999999999
2744,38606.009999999995,20% rate,5207.201999999999,,,5207.201999999999
2526,198680.49000000002,45% rate,7540.0,29948.0,33093.22050000001,70581.22050000001
2598,98968.43000000001,40% rate,7540.0,19479.372000000003,,27019.372000000003
1626,162680.99,45% rate,7540.0,29948.0,16893.445499999998,54381.4455
1151,77552.23000000001,40% rate,7540.0,10912.892000000005,,18452.892000000007
2258,27193.66,20% rate,2924.732,,,2924.732
2942,94543.57,40% rate,7540.0,17709.428000000004,,25249.428000000004
2554,156030.24,45% rate,7540.0,29948.0,13900.607999999997,51388.60799999999
2528,195524.23,45% rate,7540.0,29948.0,31672.903500000004,69160.9035
1185,151887.19,45% rate,7540.0,29948.0,12036.2355,49524.2355
1198,72693.67,40% rate,7540.0,8969.467999999999,,16509.468
1891,43633.340000000004,20% rate,6212.6680000000015,,,6212.6680000000015
2755,174269.69,45% rate,7540.0,29948.0,22108.360500000003,59596.3605
2887,198133.39,45% rate,7540.0,29948.0,32847.02550000001,70335.02550000002
2711,172748.38,45% rate,7540.0,29948.0,21423.771000000004,58911.77100000001
2862,50447.76,40% rate,7540.0,71.10400000000082,,7611.104000000001
2177,146906.08000000002,45% rate,7540.0,29948.0,9794.736000000008,47282.736000000004
2573,188862.14000000004,45% rate,7540.0,29948.0,28674.96300000002,66162.96300000002
1277,141137.05,45% rate,7540.0,29948.0,7198.672499999995,44686.67249999999
2291,172549.64,45% rate,7540.0,29948.0,21334.338000000007,58822.338
1774,59521.19,40% rate,7540.0,3700.476000000001,,11240.476
1722,108354.81999999998,40% rate,7540.0,23233.927999999993,,30773.927999999993
2214,67949.14,40% rate,7540.0,7071.656,,14611.655999999999
1262,59313.05,40% rate,7540.0,3617.220000000001,,11157.220000000001
2717,36431.649999999994,20% rate,4772.329999999999,,,4772.329999999999
1963,82008.64,40% rate,7540.0,12695.456,,20235.456
1866,149855.61,45% rate,7540.0,29948.0,11122.024499999994,48610.02449999999
1533,164541.45,45% rate,7540.0,29948.0,17730.652500000007,55218.65250000001
1228,41426.52999999999,20% rate,5771.305999999999,,,5771.305999999999
2755,106218.38999999998,40% rate,7540.0,22379.355999999996,,29919.355999999996
2999,82973.85,40% rate,7540.0,13081.540000000003,,20621.54
2289,80002.00000000001,40% rate,7540.0,11892.800000000007,,19432.800000000007
2122,47883.32000000001,20% rate,7062.664000000002,,,7062.664000000002
1065,191029.60000000003,45% rate,7540.0,29948.0,29650.320000000018,67138.32000000002
1033,192980.23,45% rate,7540.0,29948.0,30528.103500000005,68016.1035
1912,78878.66,40% rate,7540.0,11443.464000000002,,18983.464
2559,22795.86,20% rate,2045.1720000000003,,,2045.1720000000003
2290,167509.67,45% rate,7540.0,29948.0,19066.351500000008,56554.351500000004
1524,127441.73000000001,45% rate,7540.0,29948.0,1035.7785000000047,38523.77850000001
1867,109368.47,40% rate,7540.0,23639.388000000003,,31179.388000000003
2688,42605.82,20% rate,6007.164000000001,,,6007.164000000001
1908,22246.86,20% rate,1935.3720000000003,,,1935.3720000000003
2422,182902.11,45% rate,7540.0,29948.0,25992.949499999995,63480.949499999995
2465,65886.6,40% rate,7540.0,6246.640000000003,,13786.640000000003
1600,178995.95999999996,45% rate,7540.0,29948.0,24235.181999999983,61723.181999999986
1027,73328.14,40% rate,7540.0,9223.256,,16763.256
1720,194414.59999999998,45% rate,7540.0,29948.0,31173.56999999999,68661.56999999999
1346,130903.91,45% rate,7540.0,29948.0,2593.7595000000015,40081.7595
1766,179575.50000000003,45% rate,7540.0,29948.0,24495.975000000013,61983.97500000001
1902,196153.58999999997,45% rate,7540.0,29948.0,31956.115499999985,69444.11549999999
1877,162296.22999999998,45% rate,7540.0,29948.0,16720.30349999999,54208.303499999995
2825,162554.15999999997,45% rate,7540.0,29948.0,16836.37199999999,54324.37199999999
2549,99909.29999999999,40% rate,7540.0,19855.719999999998,,27395.719999999998
1711,143931.2,45% rate,7540.0,29948.0,8456.040000000006,45944.04000000001
1055,190298.93999999997,45% rate,7540.0,29948.0,29321.52299999999,66809.52299999999
1911,103796.53,40% rate,7540.0,21410.612,,28950.612
1724,68603.92,40% rate,7540.0,7333.567999999999,,14873.568
2503,80262.70999999999,40% rate,7540.0,11997.083999999997,,19537.083999999995
1651,194883.9,45% rate,7540.0,29948.0,31384.754999999997,68872.755
2772,145248.97999999998,45% rate,7540.0,29948.0,9049.040999999992,46537.04099999999
2999,85976.3,40% rate,7540.0,14282.520000000002,,21822.520000000004
2026,68258.22,40% rate,7540.0,7195.2880000000005,,14735.288
2871,23144.32,20% rate,2114.864,,,2114.864
1671,32401.870000000003,20% rate,3966.3740000000007,,,3966.3740000000007
1468,139928.28000000003,45% rate,7540.0,29948.0,6654.726000000012,44142.72600000001
2378,47763.66,20% rate,7038.732000000001,,,7038.732000000001
2156,168789.85999999996,45% rate,7540.0,29948.0,19642.43699999998,57130.436999999976
1042,124078.29999999997,40% rate,7540.0,29523.319999999992,,37063.31999999999
1667,154810.41,45% rate,7540.0,29948.0,13351.684500000001,50839.6845
2896,73804.81,40% rate,7540.0,9413.923999999999,,16953.924
2172,189893.41,45% rate,7540.0,29948.0,29139.0345,66627.03450000001
2198,21924.120000000003,20% rate,1870.8240000000005,,,1870.8240000000005
2400,41054.63999999999,20% rate,5696.927999999999,,,5696.927999999999
2500,178007.76000000004,45% rate,7540.0,29948.0,23790.492000000017,61278.49200000001
1739,114505.62,40% rate,7540.0,25694.248,,33234.248
1438,116499.24000000002,40% rate,7540.0,26491.69600000001,,34031.69600000001
2914,113760.26999999999,40% rate,7540.0,25396.107999999997,,32936.10799999999
2849,195669.25000000006,45% rate,7540.0,29948.0,31738.162500000028,69226.16250000003
2635,131460.16000000003,45% rate,7540.0,29948.0,2844.0720000000147,40332.072000000015
1829,73208.09,40% rate,7540.0,9175.235999999999,,16715.235999999997
2132,69810.56999999999,40% rate,7540.0,7816.227999999997,,15356.227999999997
1074,153292.13999999998,45% rate,7540.0,29948.0,12668.462999999994,50156.462999999996
1470,97448.97,40% rate,7540.0,18871.588,,26411.588
2755,85530.32999999999,40% rate,7540.0,14104.131999999996,,21644.131999999998
2630,34900.62,20% rate,4466.124000000001,,,4466.124000000001
1615,103756.94999999998,40% rate,7540.0,21394.779999999995,,28934.779999999995
1034,144502.01,45% rate,7540.0,29948.0,8712.904500000004,46200.904500000004
1499,115822.93000000002,40% rate,7540.0,26221.17200000001,,33761.172000000006
1847,46392.29,20% rate,6764.4580000000005,,,6764.4580000000005
2727,56358.100000000006,40% rate,7540.0,2435.2400000000025,,9975.240000000002
2395,123569.01999999999,40% rate,7540.0,29319.607999999997,,36859.60799999999
1590,103016.93,40% rate,7540.0,21098.771999999997,,28638.771999999997
2634,97989.88,40% rate,7540.0,19087.952,,26627.952
2620,15281.05,20% rate,542.2099999999999,,,542.2099999999999
1831,23087.54,20% rate,2103.5080000000003,,,2103.5080000000003
1397,131266.49,45% rate,7540.0,29948.0,2756.920499999996,40244.92049999999
1618,49835.34,20% rate,7453.067999999999,,,7453.067999999999
2844,104086.11,40% rate,7540.0,21526.444000000003,,29066.444000000003
1255,166057.08999999997,45% rate,7540.0,29948.0,18412.690499999986,55900.69049999998
1560,17587.83,20% rate,1003.5660000000004,,,1003.5660000000004
1147,192108.16999999998,45% rate,7540.0,29948.0,30135.676499999994,67623.6765
2541,87243.35999999999,40% rate,7540.0,14789.343999999996,,22329.343999999997
1134,41242.13,20% rate,5734.4259999999995,,,5734.4259999999995
1251,71394.64,40% rate,7540.0,8449.856,,15989.856
2567,28948.18,20% rate,3275.6360000000004,,,3275.6360000000004
2505,155941.21000000002,45% rate,7540.0,29948.0,13860.544500000009,51348.54450000001
1140,149960.10999999996,45% rate,7540.0,29948.0,11169.049499999981,48657.04949999998
2959,116412.02000000002,40% rate,7540.0,26456.808000000008,,33996.808000000005
1467,26353.72,20% rate,2756.7440000000006,,,2756.7440000000006
2582,71088.71,40% rate,7540.0,8327.484000000002,,15867.484000000002
1779,149030.28000000003,45% rate,7540.0,29948.0,10750.626000000013,48238.62600000001
1510,29249.250000000007,20% rate,3335.8500000000017,,,3335.8500000000017
